Year,Metric,Group,Subgroup,Order,Characteristic,Percent
2008,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,50,Insured,6.8
2009,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,50,Insured,7
2010,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,50,Insured,7.3
2011,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,50,Insured,6.9
2012,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,50,Insured,6.1
2013,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,50,Insured,5.8
2014,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,50,Insured,5.7
2015,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,50,Insured,5.4
1997,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,6
1998,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,5.1
1999,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,5
2000,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,5
2001,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,5.1
2002,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,5.1
2003,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,5.8
2004,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,6.2
2005,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,5.9
2006,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,6.4
2007,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,6.3
2008,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,7.8
2009,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,8.6
2010,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,8.2
2011,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,7.4
2012,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,7.1
2013,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,6.4
2014,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,6.4
2015,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,6.2
1997,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,6.2
1998,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,5.4
1999,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,5.5
2000,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,5.6
2001,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,6
2002,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,5.5
2003,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,6.2
2004,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,7.3
2005,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,6.7
2006,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,7.5
2007,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,6.7
2008,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,8.9
2009,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,8.6
2010,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,9.2
2011,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,8.3
2012,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,7.4
2013,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,7
2014,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,6.9
2015,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,6.9
1997,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,2.9
1998,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,2.5
1999,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,2.6
2000,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,3.4
2001,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,3.3
2002,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,3.7
2003,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,3.6
2004,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,4.8
2005,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,4.7
2006,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,4.4
2007,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,4.5
2008,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,5.5
2009,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,5.7
2010,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,6
2011,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,5.3
2012,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,4.5
2013,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,4.4
2014,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,4.1
2015,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,51,  Private,4
1997,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,11.9
1998,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,10.8
1999,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,11.4
2000,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,12.7
2001,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,12.3
2002,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,11.3
2003,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,12.2
2004,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,11.9
2005,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,12
2006,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,12.6
2007,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,11.9
2008,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,14.1
2009,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,13.6
2010,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,12.5
2011,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,12.7
2012,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,11.6
2013,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,10.8
2014,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,11.6
2015,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,10.5
1997,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,14.8
1998,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,14.5
1999,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,16.4
2000,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,15.6
2001,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,16.7
2002,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,17.1
2003,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,17
2004,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,18.9
2005,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,21.8
2006,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,20.3
2007,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,17.3
2008,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,22.6
2009,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,22.1
2010,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,24.2
2011,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,22.8
2012,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,22.8
2013,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,22.4
2014,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,20.3
2015,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,18.9
1997,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,11.1
1998,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,11.3
1999,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,11.6
2000,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,12.1
2001,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,12.2
2002,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,12
2003,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,13.2
2004,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,13.2
2005,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,14
2006,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,14.9
2007,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,14.7
2008,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,14.3
2009,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,13.5
2010,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,13.5
2011,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,13.7
2012,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,12.5
2013,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,11.5
2014,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,11.6
2015,Nonreceipt of Needed Prescription Drugs Due to Cost,"Health Insurance at Interview, 18-64 Years",,52,  Medicaid,10.7
1997,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,27.6
1998,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,26.6
1999,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,25.8
2000,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,24.7
2001,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,25.5
2002,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,26.1
2003,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,28.1
2004,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,30.2
2005,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,29.5
2006,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,29.7
2007,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,31.4
2008,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,33.1
2009,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,36.5
2010,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,34.5
2011,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,34.8
2012,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,33.4
2013,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,32.4
2014,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,30.4
2015,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,28.1
1997,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,26.1
1998,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,23.6
1999,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,23.5
2000,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,24
2001,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,25.9
2002,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,26.9
2003,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,28.1
2004,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,32.3
2005,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,30.7
2006,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,30.1
2007,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,32.5
2008,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,36.3
2009,Nonreceipt of Needed Dental Care Due to Cost,"Health Insurance at Interview, 18-64 Years",,53,Uninsured,39
